municipality,education_level,year,count,population,percentage
Læsø,I alt,2011,1306,1938.0,67.39
Læsø,I alt,2012,1250,1877.75,66.57
Læsø,I alt,2013,1236,1845.5,66.97
Læsø,I alt,2014,1208,1802.75,67.01
Læsø,I alt,2015,1201,1804.75,66.55
Læsø,I alt,2016,1166,1815.75,64.22
Læsø,I alt,2017,1122,1798.5,62.39
Læsø,I alt,2018,1121,1811.0,61.9
Læsø,I alt,2019,1094,1808.0,60.51
Læsø,I alt,2020,1056,1779.0,59.36
Læsø,I alt,2021,1065,1780.0,59.83
Læsø,I alt,2022,1062,1782.25,59.59
Læsø,I alt,2023,1031,1780.5,57.91
Mariagerfjord,I alt,2007,29567,,
Mariagerfjord,I alt,2008,29726,42695.25,69.62
Mariagerfjord,I alt,2009,29702,42720.25,69.53
Mariagerfjord,I alt,2010,29711,42556.0,69.82
Mariagerfjord,I alt,2011,29795,42566.5,70.0
Mariagerfjord,I alt,2012,29613,42349.75,69.92
Mariagerfjord,I alt,2013,29372,42072.0,69.81
Mariagerfjord,I alt,2014,29293,42063.75,69.64
Mariagerfjord,I alt,2015,29197,42132.75,69.3
Mariagerfjord,I alt,2016,29111,42115.5,69.12
Mariagerfjord,I alt,2017,28930,42075.25,68.76
Mariagerfjord,I alt,2018,28809,42126.0,68.39
Mariagerfjord,I alt,2019,28480,41943.0,67.9
Mariagerfjord,I alt,2020,28082,41693.25,67.35
Mariagerfjord,I alt,2021,27999,41563.5,67.36
Mariagerfjord,I alt,2022,28184,41775.75,67.46
Mariagerfjord,I alt,2023,27983,41853.0,66.86
Middelfart,I alt,2007,25658,,
Middelfart,I alt,2008,25837,37388.0,69.11
Middelfart,I alt,2009,25968,37647.75,68.98
Middelfart,I alt,2010,25828,37642.75,68.61
Middelfart,I alt,2011,25775,37657.0,68.45
Middelfart,I alt,2012,25906,37622.5,68.86
Middelfart,I alt,2013,25899,37586.5,68.91
Middelfart,I alt,2014,25961,37776.75,68.72
Middelfart,I alt,2015,25902,37896.25,68.35
Middelfart,I alt,2016,25823,37973.75,68.0
Middelfart,I alt,2017,25685,38124.25,67.37
Middelfart,I alt,2018,25767,38319.75,67.24
Middelfart,I alt,2019,25939,38729.25,66.98
Middelfart,I alt,2020,26013,38958.0,66.77
Middelfart,I alt,2021,26323,39339.75,66.91
Middelfart,I alt,2022,26536,39802.5,66.67
Middelfart,I alt,2023,26566,40056.0,66.32
Morsø,I alt,2007,15136,,
Morsø,I alt,2008,15134,22138.5,68.36
Morsø,I alt,2009,15029,22008.5,68.29
Morsø,I alt,2010,14914,21759.5,68.54
Morsø,I alt,2011,14720,21532.0,68.36
Morsø,I alt,2012,14547,21340.0,68.17
Morsø,I alt,2013,14386,21111.5,68.14
Morsø,I alt,2014,14287,20942.5,68.22
Morsø,I alt,2015,14103,20755.25,67.95
Morsø,I alt,2016,13953,20677.0,67.48
Morsø,I alt,2017,13708,20611.25,66.51
Morsø,I alt,2018,13576,20488.5,66.26
Morsø,I alt,2019,13353,20351.0,65.61
Morsø,I alt,2020,13217,20198.0,65.44
Morsø,I alt,2021,13103,20070.25,65.29
Morsø,I alt,2022,13087,20064.5,65.22
Morsø,I alt,2023,12958,19879.0,65.18
Norddjurs,I alt,2007,26911,,
Norddjurs,I alt,2008,26882,38519.75,69.79
Norddjurs,I alt,2009,26748,38292.75,69.85
Norddjurs,I alt,2010,26725,38096.25,70.15
Norddjurs,I alt,2011,26653,37946.75,70.24
Norddjurs,I alt,2012,26892,37965.25,70.83
Norddjurs,I alt,2013,26681,37994.0,70.22
Norddjurs,I alt,2014,26609,37891.0,70.23
Norddjurs,I alt,2015,26717,37997.5,70.31
Norddjurs,I alt,2016,26553,38093.5,69.7
Norddjurs,I alt,2017,26449,38111.0,69.4
Norddjurs,I alt,2018,25996,37977.5,68.45
Norddjurs,I alt,2019,25573,37529.0,68.14
Norddjurs,I alt,2020,25104,36996.25,67.86
Norddjurs,I alt,2021,25068,36979.0,67.79
Norddjurs,I alt,2022,24980,37015.25,67.49
Norddjurs,I alt,2023,24675,36949.5,66.78
Nordfyns,I alt,2007,20399,,
Nordfyns,I alt,2008,20565,29577.5,69.53
Nordfyns,I alt,2009,20505,29658.5,69.14
Nordfyns,I alt,2010,20511,29574.5,69.35
Nordfyns,I alt,2011,20437,29472.5,69.34
Nordfyns,I alt,2012,20222,29286.0,69.05
Nordfyns,I alt,2013,20090,29124.0,68.98
Nordfyns,I alt,2014,20074,29041.75,69.12
Nordfyns,I alt,2015,20132,29164.5,69.03
Nordfyns,I alt,2016,20146,29341.0,68.66
Nordfyns,I alt,2017,20115,29543.0,68.09
Nordfyns,I alt,2018,20172,29608.0,68.13
Nordfyns,I alt,2019,20024,29726.75,67.36
Nordfyns,I alt,2020,19816,29636.0,66.86
Nordfyns,I alt,2021,19859,29583.5,67.13
Nordfyns,I alt,2022,19985,29811.5,67.04
Nordfyns,I alt,2023,19890,29692.75,66.99
Nyborg,I alt,2007,21833,,
Nyborg,I alt,2008,21834,31646.0,68.99
Nyborg,I alt,2009,21864,31716.75,68.94
Nyborg,I alt,2010,21810,31623.5,68.97
Nyborg,I alt,2011,21742,31530.5,68.96
Nyborg,I alt,2012,21625,31415.0,68.84
Nyborg,I alt,2013,21493,31297.25,68.67
Nyborg,I alt,2014,21566,31374.0,68.74
Nyborg,I alt,2015,21627,31667.25,68.29
Nyborg,I alt,2016,21714,31999.0,67.86
Nyborg,I alt,2017,21457,32079.75,66.89
Nyborg,I alt,2018,21378,32033.25,66.74
Nyborg,I alt,2019,21268,32010.5,66.44
Nyborg,I alt,2020,21180,31958.25,66.27
Nyborg,I alt,2021,21281,31992.5,66.52
Nyborg,I alt,2022,21361,32132.25,66.48
Nyborg,I alt,2023,21429,32279.25,66.39
Næstved,I alt,2007,57148,,
Næstved,I alt,2008,57303,80856.25,70.87
Næstved,I alt,2009,57379,81021.75,70.82
Næstved,I alt,2010,57320,81018.0,70.75
Næstved,I alt,2011,57190,80932.0,70.66
Næstved,I alt,2012,57326,81149.75,70.64
Næstved,I alt,2013,57257,81205.25,70.51
Næstved,I alt,2014,57391,81514.75,70.41
Næstved,I alt,2015,57651,81892.0,70.4
Næstved,I alt,2016,57540,82463.75,69.78
Næstved,I alt,2017,57391,82740.25,69.36
Næstved,I alt,2018,57316,83000.0,69.06
Næstved,I alt,2019,57177,83065.5,68.83
Næstved,I alt,2020,56881,83113.5,68.44
Næstved,I alt,2021,57199,83412.5,68.57
Næstved,I alt,2022,57670,84230.5,68.47
Næstved,I alt,2023,57664,84625.0,68.14
Odder,I alt,2007,14831,,
Odder,I alt,2008,14884,21589.75,68.94
Odder,I alt,2009,14928,21625.25,69.03
Odder,I alt,2010,15050,21793.25,69.06
Odder,I alt,2011,15041,21815.75,68.95
Odder,I alt,2012,15014,21789.75,68.9
Odder,I alt,2013,14999,21824.5,68.73
Odder,I alt,2014,14949,21810.5,68.54
Odder,I alt,2015,15109,21979.5,68.74
Odder,I alt,2016,15079,22192.75,67.95
Odder,I alt,2017,15195,22466.75,67.63
Odder,I alt,2018,15156,22626.25,66.98
Odder,I alt,2019,15181,22752.0,66.72
Odder,I alt,2020,15101,22891.75,65.97
Odder,I alt,2021,15149,23076.0,65.65
Odder,I alt,2022,15340,23466.0,65.37
Odder,I alt,2023,15518,23753.25,65.33
Odense,I alt,2007,135236,,
Odense,I alt,2008,135825,187137.75,72.58
Odense,I alt,2009,136726,188167.25,72.66
Odense,I alt,2010,137951,189222.25,72.9
Odense,I alt,2011,139092,190549.0,73.0
Odense,I alt,2012,140538,192094.75,73.16
Odense,I alt,2013,142498,194097.25,73.42
Odense,I alt,2014,143742,196327.0,73.22
Odense,I alt,2015,144427,197864.5,72.99
Odense,I alt,2016,145454,199634.75,72.86
Odense,I alt,2017,146159,201052.75,72.7
Odense,I alt,2018,147319,202899.25,72.61
Odense,I alt,2019,148005,204442.25,72.39
Odense,I alt,2020,147995,205150.0,72.14
Odense,I alt,2021,148009,205306.75,72.09
Odense,I alt,2022,149463,206672.25,72.32
Odense,I alt,2023,150513,208047.5,72.35
Odsherred,I alt,2007,23256,,
Odsherred,I alt,2008,23208,33169.0,69.97
Odsherred,I alt,2009,23090,33155.75,69.64
Odsherred,I alt,2010,22958,32969.25,69.63
Odsherred,I alt,2011,22754,32794.0,69.38
Odsherred,I alt,2012,22580,32550.0,69.37
Odsherred,I alt,2013,22440,32465.0,69.12
Odsherred,I alt,2014,22418,32640.5,68.68
Odsherred,I alt,2015,22314,32781.5,68.07
Odsherred,I alt,2016,22164,32880.25,67.41
Odsherred,I alt,2017,21925,33065.25,66.31
Odsherred,I alt,2018,21807,33116.0,65.85
Odsherred,I alt,2019,21541,33126.0,65.03
Odsherred,I alt,2020,21309,32918.5,64.73
Odsherred,I alt,2021,21209,32942.5,64.38
Odsherred,I alt,2022,21100,32956.5,64.02
Odsherred,I alt,2023,20717,32831.0,63.1
Randers,I alt,2007,65836,,
Randers,I alt,2008,66171,93855.25,70.5
Randers,I alt,2009,66629,94481.0,70.52
Randers,I alt,2010,67119,94944.0,70.69
Randers,I alt,2011,67403,95466.75,70.6
Randers,I alt,2012,67615,95848.5,70.54
Randers,I alt,2013,67675,96077.0,70.44
Randers,I alt,2014,67895,96540.25,70.33
Randers,I alt,2015,68021,96984.75,70.14
Randers,I alt,2016,68137,97700.75,69.74
Randers,I alt,2017,67969,98169.25,69.24
Randers,I alt,2018,67495,98090.75,68.81
Randers,I alt,2019,67172,97925.5,68.6
Randers,I alt,2020,67083,97974.5,68.47
Randers,I alt,2021,67537,98465.5,68.59
Randers,I alt,2022,68273,99444.25,68.65
Randers,I alt,2023,68084,99847.25,68.19
Rebild,I alt,2007,19695,,
Rebild,I alt,2008,19771,28828.5,68.58
Rebild,I alt,2009,19742,28881.5,68.36
Rebild,I alt,2010,19808,28885.75,68.57
Rebild,I alt,2011,19862,28960.25,68.58
Rebild,I alt,2012,19781,28891.5,68.47
Rebild,I alt,2013,19793,28847.25,68.61
Rebild,I alt,2014,19689,28850.5,68.24
Rebild,I alt,2015,19678,28978.0,67.91
Rebild,I alt,2016,19715,29216.5,67.48
Rebild,I alt,2017,19928,29569.5,67.39
Rebild,I alt,2018,19903,29876.25,66.62
Rebild,I alt,2019,19929,30005.5,66.42
Rebild,I alt,2020,20103,30279.5,66.39
Rebild,I alt,2021,20166,30554.5,66.0
Rebild,I alt,2022,20234,30806.75,65.68
Rebild,I alt,2023,20174,30900.0,65.29
Ringkøbing-Skjern,I alt,2007,39825,,
Ringkøbing-Skjern,I alt,2008,40193,58540.0,68.66
Ringkøbing-Skjern,I alt,2009,40173,58724.5,68.41
Ringkøbing-Skjern,I alt,2010,39826,58321.0,68.29
Ringkøbing-Skjern,I alt,2011,39570,58057.25,68.16
Ringkøbing-Skjern,I alt,2012,39389,57804.75,68.14
Ringkøbing-Skjern,I alt,2013,39031,57379.5,68.02
Ringkøbing-Skjern,I alt,2014,38870,57104.5,68.07
Ringkøbing-Skjern,I alt,2015,38777,57086.25,67.93
Ringkøbing-Skjern,I alt,2016,38438,57061.0,67.36
Ringkøbing-Skjern,I alt,2017,38430,57077.5,67.33
Ringkøbing-Skjern,I alt,2018,38238,57018.75,67.06
Ringkøbing-Skjern,I alt,2019,37918,56852.5,66.7
Ringkøbing-Skjern,I alt,2020,37458,56394.25,66.42
Ringkøbing-Skjern,I alt,2021,37421,56192.75,66.59
Ringkøbing-Skjern,I alt,2022,37456,56310.0,66.52
Ringkøbing-Skjern,I alt,2023,37279,56296.75,66.22
Ringsted,I alt,2007,22519,,
Ringsted,I alt,2008,22741,32266.5,70.48
Ringsted,I alt,2009,22949,32526.75,70.55
Ringsted,I alt,2010,23115,32667.75,70.76
Ringsted,I alt,2011,23368,32960.5,70.9
Ringsted,I alt,2012,23471,33143.5,70.82
Ringsted,I alt,2013,23553,33263.5,70.81
Ringsted,I alt,2014,23646,33430.75,70.73
Ringsted,I alt,2015,24064,33779.25,71.24
Ringsted,I alt,2016,24087,34115.5,70.6
Ringsted,I alt,2017,24133,34332.25,70.29
Ringsted,I alt,2018,24315,34532.0,70.41
Ringsted,I alt,2019,24309,34745.0,69.96
Ringsted,I alt,2020,24321,34842.75,69.8
Ringsted,I alt,2021,24544,35014.25,70.1
Ringsted,I alt,2022,25067,35487.0,70.64
Ringsted,I alt,2023,25505,36090.5,70.67
Roskilde,I alt,2007,56954,,
Roskilde,I alt,2008,57411,80857.75,71.0
Roskilde,I alt,2009,57803,81512.25,70.91
Roskilde,I alt,2010,58264,82123.5,70.95
Roskilde,I alt,2011,58690,82711.75,70.96
Roskilde,I alt,2012,58931,83204.75,70.83
Roskilde,I alt,2013,59152,83757.5,70.62
Roskilde,I alt,2014,59582,84479.75,70.53
Roskilde,I alt,2015,60081,85408.5,70.35
Roskilde,I alt,2016,60369,86576.5,69.73
Roskilde,I alt,2017,60028,87035.25,68.97
Roskilde,I alt,2018,60172,87487.25,68.78
Roskilde,I alt,2019,59960,87565.0,68.47
Roskilde,I alt,2020,60756,88351.0,68.77
Roskilde,I alt,2021,61028,88962.75,68.6
Roskilde,I alt,2022,61910,89923.0,68.85
Roskilde,I alt,2023,62024,90514.75,68.52
Rudersdal,I alt,2007,35468,,
Rudersdal,I alt,2008,35565,53906.0,65.98
Rudersdal,I alt,2009,35740,54110.25,66.05
Rudersdal,I alt,2010,36053,54586.75,66.05
Rudersdal,I alt,2011,35980,54660.0,65.83
Rudersdal,I alt,2012,35974,54644.25,65.83
Rudersdal,I alt,2013,36014,54847.75,65.66
Rudersdal,I alt,2014,36115,55184.0,65.44
Rudersdal,I alt,2015,36239,55511.25,65.28
Rudersdal,I alt,2016,36277,55903.75,64.89
Rudersdal,I alt,2017,36103,56092.5,64.36
Rudersdal,I alt,2018,36270,56185.75,64.55
Rudersdal,I alt,2019,36329,56599.25,64.19
Rudersdal,I alt,2020,36258,56715.5,63.93
Rudersdal,I alt,2021,36428,57144.25,63.75
Rudersdal,I alt,2022,36402,57298.25,63.53
Rudersdal,I alt,2023,36398,57154.5,63.68
Rødovre,I alt,2007,24773,,
Rødovre,I alt,2008,24809,36140.25,68.65
Rødovre,I alt,2009,24884,36243.5,68.66
Rødovre,I alt,2010,25131,36304.75,69.22
Rødovre,I alt,2011,25440,36624.5,69.46
Rødovre,I alt,2012,25827,37059.5,69.69
Rødovre,I alt,2013,25895,37367.5,69.3
Rødovre,I alt,2014,25957,37579.5,69.07
Rødovre,I alt,2015,26083,37771.0,69.06
Rødovre,I alt,2016,26354,38150.75,69.08
Rødovre,I alt,2017,26819,38710.25,69.28
Rødovre,I alt,2018,27333,39577.75,69.06
Rødovre,I alt,2019,27866,40356.75,69.05
Rødovre,I alt,2020,27998,40789.75,68.64
Rødovre,I alt,2021,28185,41186.0,68.43
Rødovre,I alt,2022,29137,41729.25,69.82
Rødovre,I alt,2023,30432,43297.25,70.29
Samsø,I alt,2007,2731,,
Samsø,I alt,2008,2702,4064.5,66.48
Samsø,I alt,2009,2693,4020.75,66.98
Samsø,I alt,2010,2618,3965.5,66.02
Samsø,I alt,2011,2599,3885.5,66.89
Samsø,I alt,2012,2539,3866.5,65.67
Samsø,I alt,2013,2512,3792.0,66.24
Samsø,I alt,2014,2467,3754.25,65.71
Samsø,I alt,2015,2462,3718.0,66.22
Samsø,I alt,2016,2428,3726.25,65.16
Samsø,I alt,2017,2372,3722.75,63.72
Samsø,I alt,2018,2340,3708.0,63.11
Samsø,I alt,2019,2300,3677.5,62.54
Samsø,I alt,2020,2272,3652.5,62.2
Samsø,I alt,2021,2324,3695.0,62.9
Samsø,I alt,2022,2357,3743.25,62.97
Samsø,I alt,2023,2310,3758.0,61.47
Silkeborg,I alt,2007,60821,,
Silkeborg,I alt,2008,61128,87655.75,69.74
Silkeborg,I alt,2009,61491,88227.25,69.7
Silkeborg,I alt,2010,61821,88605.5,69.77
Silkeborg,I alt,2011,62188,89102.75,69.79
Silkeborg,I alt,2012,62134,89318.0,69.56
Silkeborg,I alt,2013,62210,89478.5,69.53
Silkeborg,I alt,2014,62274,89787.5,69.36
Silkeborg,I alt,2015,62476,90252.5,69.22
Silkeborg,I alt,2016,62554,90936.75,68.79
Silkeborg,I alt,2017,62846,91489.25,68.69
Silkeborg,I alt,2018,63232,92373.0,68.45
Silkeborg,I alt,2019,63676,93453.0,68.14
Silkeborg,I alt,2020,64163,94471.25,67.92
Silkeborg,I alt,2021,65214,96164.0,67.82
Silkeborg,I alt,2022,66881,98293.0,68.04
Silkeborg,I alt,2023,67447,99862.75,67.54
Skanderborg,I alt,2007,38812,,
Skanderborg,I alt,2008,39066,56233.5,69.47
Skanderborg,I alt,2009,39564,56889.5,69.55
Skanderborg,I alt,2010,39802,57464.0,69.26
Skanderborg,I alt,2011,40081,57882.0,69.25
Skanderborg,I alt,2012,39967,58022.75,68.88
Skanderborg,I alt,2013,40001,58139.5,68.8
Skanderborg,I alt,2014,40196,58372.25,68.86
Skanderborg,I alt,2015,40517,59011.5,68.66
Skanderborg,I alt,2016,40831,59851.5,68.22
Skanderborg,I alt,2017,41056,60673.5,67.67
Skanderborg,I alt,2018,41247,61423.0,67.15
Skanderborg,I alt,2019,41547,62220.75,66.77
Skanderborg,I alt,2020,41707,62956.75,66.25
Skanderborg,I alt,2021,42036,63653.25,66.04
Skanderborg,I alt,2022,42514,64732.5,65.68
Skanderborg,I alt,2023,42456,65187.25,65.13
Skive,I alt,2007,33469,,
Skive,I alt,2008,33471,48349.5,69.23
Skive,I alt,2009,33367,48272.75,69.12
Skive,I alt,2010,33289,48086.0,69.23
Skive,I alt,2011,33003,47872.75,68.94
Skive,I alt,2012,32736,47529.0,68.88
Skive,I alt,2013,32480,47195.25,68.82
Skive,I alt,2014,32128,46871.0,68.55
Skive,I alt,2015,31943,46633.5,68.5
Skive,I alt,2016,31804,46648.0,68.18
Skive,I alt,2017,31613,46578.75,67.87
Skive,I alt,2018,31264,46448.25,67.31
Skive,I alt,2019,31024,46109.25,67.28
Skive,I alt,2020,30597,45735.5,66.9
Skive,I alt,2021,30182,45289.25,66.64
Skive,I alt,2022,30258,45191.75,66.95
Skive,I alt,2023,29872,44951.75,66.45
Slagelse,I alt,2007,54568,,
Slagelse,I alt,2008,54729,77501.25,70.62
Slagelse,I alt,2009,54722,77463.75,70.64
Slagelse,I alt,2010,54834,77471.0,70.78
Slagelse,I alt,2011,54832,77431.0,70.81
Slagelse,I alt,2012,54736,77248.0,70.86
Slagelse,I alt,2013,54443,77103.75,70.61
Slagelse,I alt,2014,54322,77091.5,70.46
Slagelse,I alt,2015,54559,77497.5,70.4
Slagelse,I alt,2016,54806,78398.0,69.91
Slagelse,I alt,2017,54752,78865.0,69.42
Slagelse,I alt,2018,54567,78988.0,69.08
Slagelse,I alt,2019,54396,79051.5,68.81
Slagelse,I alt,2020,54318,79127.5,68.65
Slagelse,I alt,2021,54623,79402.0,68.79
Slagelse,I alt,2022,54699,79799.5,68.55
Slagelse,I alt,2023,54677,79768.75,68.54
Solrød,I alt,2007,14653,,
Solrød,I alt,2008,14645,20721.0,70.68
Solrød,I alt,2009,14715,20806.0,70.72
Solrød,I alt,2010,14786,20890.25,70.78
Solrød,I alt,2011,14847,21040.25,70.56
Solrød,I alt,2012,14786,21132.0,69.97
Solrød,I alt,2013,14866,21213.75,70.08
Solrød,I alt,2014,14980,21445.5,69.85
Solrød,I alt,2015,14918,21641.25,68.93
Solrød,I alt,2016,14943,21924.75,68.16
Solrød,I alt,2017,15000,22252.25,67.41
Solrød,I alt,2018,15174,22687.0,66.88
Solrød,I alt,2019,15312,23170.0,66.09
Solrød,I alt,2020,15388,23311.5,66.01
Solrød,I alt,2021,15426,23500.75,65.64
Solrød,I alt,2022,15622,23864.5,65.46
Solrød,I alt,2023,16015,24343.25,65.79
Sorø,I alt,2007,20259,,
Sorø,I alt,2008,20362,29253.5,69.61
Sorø,I alt,2009,20530,29483.75,69.63
Sorø,I alt,2010,20542,29528.5,69.57
Sorø,I alt,2011,20495,29453.25,69.58
Sorø,I alt,2012,20428,29332.0,69.64
Sorø,I alt,2013,20376,29273.0,69.61
Sorø,I alt,2014,20284,29276.75,69.28
Sorø,I alt,2015,20362,29388.5,69.29
Sorø,I alt,2016,20372,29586.0,68.86
Sorø,I alt,2017,20228,29626.75,68.28
Sorø,I alt,2018,20222,29719.75,68.04
Sorø,I alt,2019,20285,29849.5,67.96
Sorø,I alt,2020,20350,29903.0,68.05
Sorø,I alt,2021,20286,29960.0,67.71
Sorø,I alt,2022,20470,30095.0,68.02
Sorø,I alt,2023,20544,30481.5,67.4
Stevns,I alt,2007,15424,,
Stevns,I alt,2008,15401,21888.75,70.36
Stevns,I alt,2009,15389,21949.25,70.11
Stevns,I alt,2010,15348,21923.75,70.01
Stevns,I alt,2011,15322,21873.25,70.05
Stevns,I alt,2012,15214,21815.0,69.74
Stevns,I alt,2013,15225,21845.25,69.69
Stevns,I alt,2014,15238,21897.0,69.59
Stevns,I alt,2015,15301,22115.5,69.19
Stevns,I alt,2016,15291,22338.75,68.45
Stevns,I alt,2017,15388,22605.0,68.07
Stevns,I alt,2018,15350,22824.5,67.25
Stevns,I alt,2019,15246,22829.25,66.78
Stevns,I alt,2020,15231,22855.0,66.64
Stevns,I alt,2021,15474,23229.0,66.62
Stevns,I alt,2022,15710,23686.0,66.33
Stevns,I alt,2023,15511,23660.5,65.56
Struer,I alt,2007,15753,,
Struer,I alt,2008,15755,22691.5,69.43
Struer,I alt,2009,15619,22586.5,69.15
Struer,I alt,2010,15416,22372.25,68.91
Struer,I alt,2011,15300,22195.0,68.93
Struer,I alt,2012,15124,22031.5,68.65
Struer,I alt,2013,14923,21739.0,68.65
Struer,I alt,2014,14782,21528.75,68.66
Struer,I alt,2015,14601,21415.25,68.18
Struer,I alt,2016,14442,21456.5,67.31
Struer,I alt,2017,14236,21311.75,66.8
Struer,I alt,2018,14145,21255.75,66.55
Struer,I alt,2019,13971,21110.5,66.18
Struer,I alt,2020,13751,20961.5,65.6
Struer,I alt,2021,13655,20813.0,65.61
Struer,I alt,2022,13662,20854.25,65.51
Struer,I alt,2023,13387,20690.25,64.7
Svendborg,I alt,2007,41612,,
Svendborg,I alt,2008,41786,59138.5,70.66
Svendborg,I alt,2009,41683,59130.25,70.49
Svendborg,I alt,2010,41384,58922.5,70.23
Svendborg,I alt,2011,41127,58693.0,70.07
Svendborg,I alt,2012,40843,58487.25,69.83
Svendborg,I alt,2013,40436,58152.0,69.54
Svendborg,I alt,2014,40250,57964.5,69.44
Svendborg,I alt,2015,40271,58097.5,69.32
Svendborg,I alt,2016,40295,58384.25,69.02
Svendborg,I alt,2017,40020,58594.5,68.3
Svendborg,I alt,2018,39838,58695.5,67.87
Svendborg,I alt,2019,39420,58545.25,67.33
Svendborg,I alt,2020,39121,58314.25,67.09
Svendborg,I alt,2021,39455,58860.0,67.03
Svendborg,I alt,2022,39657,59432.75,66.73
Svendborg,I alt,2023,39486,59735.0,66.1
Syddjurs,I alt,2007,28546,,
Syddjurs,I alt,2008,28627,41319.5,69.28
Syddjurs,I alt,2009,28619,41353.25,69.21
Syddjurs,I alt,2010,28790,41535.0,69.32
Syddjurs,I alt,2011,28973,41781.0,69.34
Syddjurs,I alt,2012,28955,41861.25,69.17
Syddjurs,I alt,2013,28821,41777.0,68.99
Syddjurs,I alt,2014,28587,41690.25,68.57
Syddjurs,I alt,2015,28583,41811.0,68.36
Syddjurs,I alt,2016,28415,41899.25,67.82
Syddjurs,I alt,2017,28417,42143.75,67.43
Syddjurs,I alt,2018,28380,42581.0,66.65
Syddjurs,I alt,2019,28369,42876.5,66.16
Syddjurs,I alt,2020,28311,43096.75,65.69
Syddjurs,I alt,2021,28408,43387.0,65.48
Syddjurs,I alt,2022,28674,43906.0,65.31
Syddjurs,I alt,2023,28508,44217.5,64.47
Sønderborg,I alt,2007,52966,,
Sønderborg,I alt,2008,52703,76875.25,68.56
Sønderborg,I alt,2009,52540,76680.5,68.52
Sønderborg,I alt,2010,52190,76344.0,68.36
Sønderborg,I alt,2011,52244,76235.75,68.53
Sønderborg,I alt,2012,51825,75994.0,68.2
Sønderborg,I alt,2013,51399,75631.0,67.96
Sønderborg,I alt,2014,50807,75152.75,67.6
Sønderborg,I alt,2015,50400,74823.5,67.36
Sønderborg,I alt,2016,50146,74758.75,67.08
Sønderborg,I alt,2017,49974,74763.25,66.84
Sønderborg,I alt,2018,49656,74673.25,66.5
Sønderborg,I alt,2019,49285,74394.25,66.25
Sønderborg,I alt,2020,48807,74085.25,65.88
Sønderborg,I alt,2021,48615,73757.25,65.91
Sønderborg,I alt,2022,49077,74003.75,66.32
Sønderborg,I alt,2023,49167,74360.5,66.12
Thisted,I alt,2007,31555,,
Thisted,I alt,2008,31633,45585.0,69.39
Thisted,I alt,2009,31505,45448.5,69.32
Thisted,I alt,2010,31380,45265.0,69.33
Thisted,I alt,2011,31299,45063.25,69.46
Thisted,I alt,2012,30960,44754.5,69.18
Thisted,I alt,2013,30788,44410.5,69.33
Thisted,I alt,2014,30530,44189.75,69.09
Thisted,I alt,2015,30234,44034.0,68.66
Thisted,I alt,2016,29938,43960.5,68.1
Thisted,I alt,2017,29681,43826.5,67.72
Thisted,I alt,2018,29385,43717.5,67.22
Thisted,I alt,2019,29050,43553.25,66.7
Thisted,I alt,2020,28812,43352.0,66.46
Thisted,I alt,2021,28630,43135.75,66.37
Thisted,I alt,2022,28674,43237.5,66.32
Thisted,I alt,2023,28423,43305.0,65.63
Tårnby,I alt,2007,27769,,
Tårnby,I alt,2008,27941,40102.5,69.67
Tårnby,I alt,2009,28146,40297.75,69.85
Tårnby,I alt,2010,28398,40542.75,70.04
Tårnby,I alt,2011,28716,40983.25,70.07
Tårnby,I alt,2012,28825,41248.75,69.88
Tårnby,I alt,2013,29094,41689.5,69.79
Tårnby,I alt,2014,29529,42268.5,69.86
Tårnby,I alt,2015,29674,42660.0,69.56
Tårnby,I alt,2016,29578,42929.25,68.9
Tårnby,I alt,2017,29460,43017.25,68.48
Tårnby,I alt,2018,29255,43037.25,67.98
Tårnby,I alt,2019,29124,42998.25,67.73
Tårnby,I alt,2020,28808,42840.0,67.25
Tårnby,I alt,2021,28727,42672.5,67.32
Tårnby,I alt,2022,29141,42928.25,67.88
Tårnby,I alt,2023,29628,43291.75,68.44
Tønder,I alt,2007,27831,,
Tønder,I alt,2008,27824,40354.0,68.95
Tønder,I alt,2009,27561,40031.0,68.85
Tønder,I alt,2010,27473,39651.0,69.29
Tønder,I alt,2011,27164,39367.5,69.0
Tønder,I alt,2012,26940,38979.5,69.11
Tønder,I alt,2013,26481,38532.5,68.72
Tønder,I alt,2014,26181,38180.25,68.57
Tønder,I alt,2015,26063,37981.25,68.62
Tønder,I alt,2016,25804,37929.5,68.03
Tønder,I alt,2017,25570,37863.75,67.53
Tønder,I alt,2018,25344,37704.75,67.22
Tønder,I alt,2019,25006,37525.25,66.64
Tønder,I alt,2020,24717,37227.75,66.39
Tønder,I alt,2021,24457,36994.75,66.11
Tønder,I alt,2022,24388,36927.0,66.04
Tønder,I alt,2023,24125,36789.75,65.58
Vallensbæk,I alt,2007,8936,,
Vallensbæk,I alt,2008,9480,12800.5,74.06
Vallensbæk,I alt,2009,9878,13595.0,72.66
Vallensbæk,I alt,2010,10158,14217.0,71.45
Vallensbæk,I alt,2011,10229,14501.75,70.54
Vallensbæk,I alt,2012,10204,14627.75,69.76
Vallensbæk,I alt,2013,10329,14892.25,69.36
Vallensbæk,I alt,2014,10314,15123.25,68.2
Vallensbæk,I alt,2015,10385,15281.5,67.96
Vallensbæk,I alt,2016,10416,15525.5,67.09
Vallensbæk,I alt,2017,10577,15833.75,66.8
Vallensbæk,I alt,2018,10892,16475.25,66.11
